# EIS Spectrum Simulation Data
# Generated using physics layer Randles circuit model
# Solution resistance (Rs): 100.000 ohms
# Charge transfer resistance (Rct): 1000.000 ohms
# Double layer capacitance (Cdl): 1.000000e-06 F
# Warburg element: not included
#
"# Frequency (Hz), Z_real (Ohm), Z_imag (Ohm)"
1.000000e-01,1.083486e+03,3.445471e+01
1.263848e-01,1.128959e+03,-3.846132e-01
1.597312e-01,1.127414e+03,1.134736e+01
2.018760e-01,1.064690e+03,-5.634909e+00
2.551407e-01,1.067698e+03,8.587461e+00
3.224591e-01,1.062264e+03,-4.204605e+01
4.075393e-01,1.140887e+03,3.637084e-01
5.150678e-01,1.101916e+03,-1.681191e+01
6.509675e-01,1.098832e+03,2.468963e+01
8.227241e-01,1.112193e+03,1.189901e+01
1.039798e+00,1.078763e+03,-1.269659e+01
1.314147e+00,1.095965e+03,-2.418256e+01
1.660883e+00,1.073858e+03,-3.118620e+01
2.099104e+00,1.113145e+03,-8.307322e-01
2.652948e+00,1.078789e+03,-3.190368e+01
3.352924e+00,1.107493e+03,1.637278e+01
4.237587e+00,1.122617e+03,-4.973645e+01
5.355667e+00,1.096293e+03,-4.814976e+01
6.768750e+00,1.116343e+03,-6.467240e+01
8.554673e+00,1.070541e+03,-8.564524e+01
1.081181e+01,1.069275e+03,-5.904795e+01
1.366448e+01,1.097502e+03,-1.029932e+02
1.726983e+01,1.083706e+03,-8.192541e+01
2.182645e+01,1.050772e+03,-1.339156e+02
2.758532e+01,1.060364e+03,-2.093931e+02
3.486365e+01,1.080044e+03,-2.276166e+02
4.406236e+01,1.013840e+03,-2.583559e+02
5.568814e+01,9.914479e+02,-2.861579e+02
7.038136e+01,9.285537e+02,-3.806292e+02
8.895135e+01,8.656960e+02,-4.323306e+02
1.124210e+02,7.734243e+02,-4.992515e+02
1.420831e+02,6.662252e+02,-4.767329e+02
1.795714e+02,5.475776e+02,-5.294970e+02
2.269511e+02,4.401735e+02,-4.672754e+02
2.868317e+02,3.400157e+02,-4.248489e+02
3.625117e+02,2.633688e+02,-3.655457e+02
4.581598e+02,2.038418e+02,-3.055063e+02
5.790444e+02,1.513640e+02,-2.492436e+02
7.318242e+02,1.431580e+02,-2.076205e+02
9.249147e+02,1.254022e+02,-1.745247e+02
1.168952e+03,1.156904e+02,-1.281451e+02
1.477378e+03,1.061153e+02,-1.084820e+02
1.867181e+03,1.092641e+02,-8.222115e+01
2.359833e+03,9.989675e+01,-6.792898e+01
2.982471e+03,1.038088e+02,-5.152749e+01
3.769391e+03,1.012611e+02,-4.229234e+01
4.763938e+03,1.020351e+02,-3.433158e+01
6.020894e+03,1.025103e+02,-2.463817e+01
7.609497e+03,1.045586e+02,-2.610887e+01
9.617249e+03,1.030620e+02,-1.733197e+01
1.215474e+04,1.023103e+02,-1.313440e+01
1.536175e+04,1.030166e+02,-9.722854e+00
1.941492e+04,1.001652e+02,-9.461707e+00
2.453751e+04,1.002232e+02,-1.045526e+01
3.101169e+04,9.906431e+01,-4.577717e+00
3.919407e+04,1.006184e+02,-6.535955e+00
4.953535e+04,1.022377e+02,-2.065544e+00
6.260517e+04,9.996782e+01,-1.904967e+00
7.912343e+04,1.000024e+02,-2.168946e+00
1.000000e+05,9.872528e+01,1.363290e+00
