name,material_type,core_size_nm,zeta_potential_mv,surface_area_m2g,coating,source_type,doi,ic50,ec50,pec50,cell_line,exposure_time_h
"s_10.1021_FS_nl0730155_PC_derived:99,100,101",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:102,103,104",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:105,106,107",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:108,109,110",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:111,112,113",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:114,115,116",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:117,118,119",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:120,121,122",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:123,124,125",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:126,127,128",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:129,130,131",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:132,133,134",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:135,136,137",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:138,139,140",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:141,142,143",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:144,145,146",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:147,148,149",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:150,151,152",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:153,154,155",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:156,157,158",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:159,160,161",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
