name,material_type,core_size_nm,zeta_potential_mv,surface_area_m2g,coating,source_type,doi,ic50,ec50,pec50,cell_line,exposure_time_h
NM-600 (Bentonite 288 nm),Nanomaterial,288.0,,52.0,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,,233.0,,nanoreg_mined,,,,,,
MWCNT 15 nm,Multi-Walled Carbon Nanotube,15.0,,233.0,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,,110.0,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,,500.0,,nanoreg_mined,,,,,,
MWCNT 42217 nm,Multi-Walled Carbon Nanotube,42217.0,,233.0,,nanoreg_mined,,,,,,
MWCNT 20-30 nm,Multi-Walled Carbon Nanotube,30.0,,110.0,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,,9.0,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,51.0,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,,204.0,,nanoreg_mined,,,,,,
NM-212 (CeO2 33 nm),Cerium Dioxide,33.0,,28.0,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,,38.0,,nanoreg_mined,,,,,,
TiO2 (bimodal) 50 nm,Titanium Dioxide,50.0,,99.0,,nanoreg_mined,,,,,,
TiO2 80 nm,Titanium Dioxide,80.0,,5.1,,nanoreg_mined,,,,,,
graphite 4 nm,Nanomaterial,4.0,,225.0,,nanoreg_mined,,,,,,
MWCNT 74 nm,Multi-Walled Carbon Nanotube,74.0,,22.0,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,,65.1,,nanoreg_mined,,,,,,
Ag 42.5 nm,Silver,42.5,,0.03,,nanoreg_mined,,,,,,
CaCO3 40 nm,Nanomaterial,40.0,,11.6,,nanoreg_mined,,,,,,
CaCO3 40 nm,Nanomaterial,40.0,,21.6,,nanoreg_mined,,,,,,
CaCO3 40 nm,Nanomaterial,40.0,,25.8,,nanoreg_mined,,,,,,
CaCO3 40 nm,Nanomaterial,40.0,,26.2,,nanoreg_mined,,,,,,
CaCO3 40 nm,Nanomaterial,40.0,,31.9,,nanoreg_mined,,,,,,
CaCO3 40 nm,Nanomaterial,40.0,,27.6,,nanoreg_mined,,,,,,
CaCO3 40 nm,Nanomaterial,40.0,,20.8,,nanoreg_mined,,,,,,
Fe2O3 60 nm,Nanomaterial,60.0,,27.7,,nanoreg_mined,,,,,,
Fe2O3 40 nm,Nanomaterial,40.0,,27.4,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,,104.0,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,,87.7,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,,68.9,,nanoreg_mined,,,,,,
TiO2 63 nm,Titanium Dioxide,63.0,,0.0,,nanoreg_mined,,,,,,
Silica 120 nm,Silicon Dioxide,120.0,,8.0,,nanoreg_mined,,,,,,
Silica 120 nm,Silicon Dioxide,120.0,,10.0,,nanoreg_mined,,,,,,
Silica 120 nm,Silicon Dioxide,120.0,,11.0,,nanoreg_mined,,,,,,
Silica 120 nm,Silicon Dioxide,120.0,,4.0,,nanoreg_mined,,,,,,
Silica 120 nm,Silicon Dioxide,120.0,,1.0,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,,10.2,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,,5.5,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,,4.7,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,316.9,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,56.6,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,260.3,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,52.2,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,18.1,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,34.1,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,170.0,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,162.0,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,8.0,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,,197.0,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,,108.0,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,,89.0,,nanoreg_mined,,,,,,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,315.0,,nanoreg_mined,,,,,,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,154.0,,nanoreg_mined,,,,,,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,161.0,,nanoreg_mined,,,,,,
SWCNT 2 nm,Multi-Walled Carbon Nanotube,2.0,,801.0,,nanoreg_mined,,,,,,
SWCNT 2 nm,Multi-Walled Carbon Nanotube,2.0,,483.0,,nanoreg_mined,,,,,,
SWCNT 2 nm,Multi-Walled Carbon Nanotube,2.0,,318.0,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,11.5,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,10.5,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,0.92,,nanoreg_mined,,,,,,
NM-212 (CeO2 33 nm),Cerium Dioxide,33.0,,22.5,,nanoreg_mined,,,,,,
NM-212 (CeO2 33 nm),Cerium Dioxide,33.0,,21.5,,nanoreg_mined,,,,,,
NM-212 (CeO2 33 nm),Cerium Dioxide,33.0,,0.99,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,,33.3,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,,33.7,,nanoreg_mined,,,,,,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,19.8,,nanoreg_mined,,,,,,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,16.2,,nanoreg_mined,,,,,,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,3.5,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,6.8,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,2.2,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,4.5,,nanoreg_mined,,,,,,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,15.6,,nanoreg_mined,,,,,,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,20.8,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,163.3,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,146.3,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,16.9,,nanoreg_mined,,,,,,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,283.4,,nanoreg_mined,,,,,,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,273.4,,nanoreg_mined,,,,,,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,10.2,,nanoreg_mined,,,,,,
SWCNT,Multi-Walled Carbon Nanotube,,,834.2,,nanoreg_mined,,,,,,
SWCNT,Multi-Walled Carbon Nanotube,,,827.3,,nanoreg_mined,,,,,,
SWCNT,Multi-Walled Carbon Nanotube,,,6.9,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,312.68,,nanoreg_mined,,,,,,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,13.21,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,178.25,,nanoreg_mined,,,,,,
SWCNT 2 nm,Multi-Walled Carbon Nanotube,2.0,,873.85,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,-16.291,,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,-17.355,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-13.536,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-14.927,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-15.109,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-16.091,,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,-14.245,,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,-16.409,,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,-15.127,,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,-12.645,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-15.227,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-14.636,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-14.509,,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,-15.442,,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,-15.1,,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,-16.182,,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,-18.2,,,nanoreg_mined,,,,,,
Ag 16.7 nm,Silver,16.7,-10.372,,,nanoreg_mined,,,,,,
Ag 16.7 nm,Silver,16.7,-10.198,,,nanoreg_mined,,,,,,
Ag 16.7 nm,Silver,16.7,-14.85,,,nanoreg_mined,,,,,,
Ag 16.7 nm,Silver,16.7,-11.0,,,nanoreg_mined,,,,,,
Ag 200 nm,Silver,200.0,-13.16,,,nanoreg_mined,,,,,,
Ag 200 nm,Silver,200.0,-12.789,,,nanoreg_mined,,,,,,
Ag 200 nm,Silver,200.0,-16.8,,,nanoreg_mined,,,,,,
Ag 200 nm,Silver,200.0,-15.964,,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,-15.0,,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,-15.109,,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,-15.964,,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,-16.464,,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,-13.891,,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,-11.015,,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,-15.585,,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,-15.627,,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,-16.667,,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,-17.325,,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,-16.258,,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,-15.927,,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,-14.791,,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,-16.955,,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,5.959,,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,-12.408,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-32.927,,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,-26.736,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,22.495,,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,-21.258,,,nanoreg_mined,,,,,,
Ag 16.7 nm,Silver,16.7,-4.748,,,nanoreg_mined,,,,,,
Ag 200 nm,Silver,200.0,-16.55,,,nanoreg_mined,,,,,,
Ag 16.7 nm,Silver,16.7,-22.4,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-3.27,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-19.9,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-29.7,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-28.5,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-25.8,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-24.6,,,nanoreg_mined,,,,,,
Ag 16.7 nm,Silver,16.7,-11.9,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-17.6,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-5.81,,,nanoreg_mined,,,,,,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,-15.5,,,nanoreg_mined,,,,,,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,-2.91,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-11.2,,,nanoreg_mined,,,,,,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,-21.5,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-41.0,,,nanoreg_mined,,,,,,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,-0.091,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-6.49,,,nanoreg_mined,,,,,,
BaSO4 25 nm,Barium Sulfate,25.0,-24.3,,,nanoreg_mined,,,,,,
Ag 16.7 nm,Silver,16.7,-8.21,,,nanoreg_mined,,,,,,
Ag 200 nm,Silver,200.0,-14.4,,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,-5.9,,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,-3.7,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-11.5,,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,-23.3,,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,-19.4,,,nanoreg_mined,,,,,,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,-23.6,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-19.8,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,-21.9,,,nanoreg_mined,,,,,,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,-18.6,,,nanoreg_mined,,,,,,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,0.223,,,nanoreg_mined,,,,,,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,,,nanoreg_mined,,31.0,,4.508638306165727,ENM_0000068_SECTION,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,,,nanoreg_mined,,27.85,,4.555174800490252,ENM_0000068_SECTION,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,,,nanoreg_mined,,28.95,,4.538351431936545,ENM_0000068_SECTION,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,,,nanoreg_mined,,38.0,,4.42021640338319,ENM_0000068_SECTION,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,,,nanoreg_mined,,17361.0,,,ENM_0000068_SECTION,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,,,nanoreg_mined,,466.63,,3.3310273435199105,ENM_0000068_SECTION,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,,,nanoreg_mined,,83.65,,4.077534054701586,ENM_0000068_SECTION,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,,,,nanoreg_mined,,375.56,,3.425320669612414,ENM_0000068_SECTION,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,,,,nanoreg_mined,,37.66,,4.424119684319354,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,32.81,,4.483993769613952,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,47.98,,4.318939756368188,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,40.947,,4.387777911514618,ENM_0000068_SECTION,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,,,nanoreg_mined,,29.17,,4.535063570878267,ENM_0000068_SECTION,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,,,nanoreg_mined,,42.4,,4.372634143407267,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,498.36,,3.302456822842497,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,1094.66,,,ENM_0000068_SECTION,
BaSO4 25 nm,Barium Sulfate,25.0,,,,nanoreg_mined,,471.0,,3.326979092871104,ENM_0000068_SECTION,
NM-212 (CeO2 33 nm),Cerium Dioxide,33.0,,,,nanoreg_mined,,738.66,,3.131555418306246,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,34.47,,4.462558716592052,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,5.2,,5.2839966563652006,ENM_0000068_SECTION,
Ag 200 nm,Silver,200.0,,,,nanoreg_mined,,144.39,,3.8404628836029793,ENM_0000068_SECTION,
Ag 200 nm,Silver,200.0,,,,nanoreg_mined,,9.99,,5.000434511774018,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,306.0,,3.51427857351842,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,244.53,,3.6116678521427845,ENM_0000068_SECTION,
dispersion medium,Nanomaterial,,,,,nanoreg_mined,,571.93,,3.2426571223854066,ENM_0000068_SECTION,
dispersion medium,Nanomaterial,,,,,nanoreg_mined,,405.83,,3.3916558519481073,ENM_0000068_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,23.11,,4.636200054520891,ENM_0000068_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,20.68,,4.684449465578095,ENM_0000068_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,10.47,,4.980053318321158,ENM_0000068_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,6.79,,5.168130225719499,ENM_0000068_SECTION,
SWCNT,Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,217.66,,3.6622213751638166,ENM_0000068_SECTION,
SWCNT,Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,738.66,,3.131555418306246,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,304.73,,3.5160847883335915,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,2883.66,,,ENM_0000068_SECTION,
Nanofibrillar cellulose 7-20 nm,Nanomaterial,20.0,,,,nanoreg_mined,,965.33,,3.0153241968327844,ENM_0000068_SECTION,
Nanofibrillar cellulose 7-20 nm,Nanomaterial,20.0,,,,nanoreg_mined,,1779.0,,,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,3057.5,,,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,64.032,,4.193602933043882,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,22.637,,4.645181129152278,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,28.008,,4.552717902243024,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,27.252,,4.56460161973264,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,18.662,,4.7290418149079025,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,19.16,,4.717604495257475,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,22.8,,4.642065152999546,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,22.26,,4.65247484000131,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,89.519,,4.04808477787501,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,51.456,,4.288563977267661,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,78.969,,4.102543361508675,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,75.44,,4.122398320270728,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,92.663,,4.033093643455604,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,47.333,,4.32483596875922,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,71.866,,4.143476526929416,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,75.183,,4.123880348781143,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,87.036,,4.060301076490629,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,15.27,,4.816160962943579,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,14.33,,4.843753809602656,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,4.0,,5.3979400086720375,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,18.32,,4.737074530668169,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,24.19,,4.61636413163812,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,48.56,,4.313721321932799,ENM_0000068_SECTION,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,5.55,,5.255707016877324,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,17.24,,4.763462738511306,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,21.85,,4.660548558693559,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,28.42,,4.546375926408549,ENM_0000068_SECTION,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
BaSO4 25 nm,Barium Sulfate,25.0,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,69.38,,4.158765704493959,ENM_0000068_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,65.01,,4.18701983396052,ENM_0000068_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,93.4,,4.029653123769907,ENM_0000068_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,30.89,,4.5101820916985496,ENM_0000068_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,71.63,,4.144905048841379,ENM_0000068_SECTION,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,,,nanoreg_mined,,66.64,,4.176265011601269,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,3.74,,5.42712839779952,ENM_0000068_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,91.31,,4.039481657219292,ENM_0000068_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,51.59,,4.287434472126692,ENM_0000068_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,64.86,,4.188023055663046,ENM_0000068_SECTION,
NM-402 (MWCNT 12.7 nm),Multi-Walled Carbon Nanotube,12.7,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,17.1,,4.767003889607846,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,58.86,,4.230179742236408,ENM_0000068_SECTION,
NM-203 (SiO2 13-45 nm),Silicon Dioxide,45.0,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-212 (CeO2 33 nm),Cerium Dioxide,33.0,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,98.06,,4.00850811108984,ENM_0000068_SECTION,
