substance_name,jrc_id,topcategory,endpointcategory,endpoint,value_numeric,unit,text_value,reference,source_type,provenance_note
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.21204049,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.04346721,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.20945602,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.24936451,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.90620234,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.324606,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.06964921,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.0692797,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.16176723,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.02905278,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.69348461,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.22932783,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.06945161,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.95750708,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.07837583,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.08309726,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.72355996,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.25684608,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.0601983,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.28776435,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.94259819,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.81193353,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.64803625,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.3489426,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.0,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.14262228,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.99342376,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.94985614,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.86642006,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.73612824,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.95669291,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.93405512,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.93208661,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.89271654,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.79625984,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.10137795,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.11570923,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.94799891,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.76994283,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.65341683,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.49278519,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.04900626,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.0503728,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.03946172,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.92307692,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.80014548,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.81396618,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.00618294,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.92962692,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.97937089,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.89509876,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.83072421,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.81375274,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.00907096,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.89630931,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.04259771,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.97698552,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.90015901,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.8720395,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.28219935,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.87522027,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.99236385,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.94050516,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.88864647,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.91784845,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.29722246,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.93872832,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.93590238,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.91483622,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.83288375,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.80950546,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.07938343,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.12170543,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.99302326,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.05710594,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.78630491,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.8503876,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.15581395,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.34303834,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.01758432,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.0576535,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.86537907,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.78293456,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.47852407,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.0777837,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.90916356,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.88998402,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.75466169,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.77117741,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.12972829,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.03329944,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.97839349,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.87900356,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.84036604,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.81952211,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.64997458,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,1.23775142,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.95616297,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.72408458,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.77359464,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.86917655,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.11070999,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.93389991,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.88385269,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.75613787,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-300K (nanosilver),NM-300K,TOX,ENM_0000068_SECTION,RESULT,0.77880076,NULL,,NANoREG D5.07 ED ANSES HCA A549.xlsx,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
