name,material_type,core_size_nm,zeta_potential_mv,surface_area_m2g,coating,source_type,doi,drs_uri,sample_id,study_name,file_type
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/d9c59f51-1525-594a-bc67-aef8dde1fcf0,6979586,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/f7cf5e70-959a-52aa-859b-a0fc474a0982,11337784,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/0b1f1fef-16e4-5f50-9472-e38a17921f72,115900456,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/6205f323-2527-55f2-94da-2b2180870c4f,33685518,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/110b40c5-d99c-53d2-b99b-5690821831f2,9142294,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/9408be0c-e7d8-5e33-b2f7-6c33c4ef37de,6979618,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/196593cc-0622-5dbe-909d-e796c797cb3f,Not Applicable,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/f7e50212-8b2f-5a32-ad1c-753d1f6e6731,79462408,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/f815e511-db74-52da-8236-2a9d6c4dcabd,47349780,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/2a51532d-cd25-531a-a22e-8e118f758252,28835874,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/cbfc5cb5-c210-5391-a59a-12a30b085d21,9142306,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/4f214c7a-a9b1-5c88-8390-6fded6d71003,13631489,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/b9c193ca-f606-5a6b-a0cf-a45dee510d66,28835881,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/5c57b63d-c036-5c06-b08a-d85d61fadcc5,79462408,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/0601c7ee-4490-51bd-b24d-af3fc694a5eb,4456450,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a62452e0-aed3-535a-9221-981d9c873439,77365248,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/b5338d5e-45b9-5c9c-aeb3-8cb54cf66cd0,115900563,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/cca312c1-5506-51ba-a24d-ddbd730af72a,15368218,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/e837db64-957f-5314-ab00-8a81bbc223ef,87425025,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/81545cb1-39ef-50e8-9fff-a5a94e8c12a8,92471310,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/87c691b7-3498-5b36-a9e7-58f6c7883be5,57114631,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/56ecbd43-df05-5c25-bd8f-e58c3a45b8ac,9142273,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/faf9a661-3455-55e4-8faf-6ca6614cb502,15138827,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/62afcdb5-c45f-5390-b30c-1e2bd0553313,39124994,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/1ad71892-08b9-5160-83ea-f037cf97777f,11337754,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/2b829b22-d21f-54d7-80c2-01193365e4c2,41418755,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/e806081a-a282-524e-8fe2-9473253af017,9142291,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/b7980c73-e202-56b3-8509-a412889e8f12,28835918,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/2b8b96ff-8cd9-50e9-aba9-496e29472b6b,102465537,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/e22c25b0-7317-50f1-8aa8-f275fa75aa49,11337753,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/fb8b2a28-e0da-511c-8fec-94475475c955,49053703,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/8e70ca89-d878-5a63-9d8b-be8c674cd8a0,62652416,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/1b09f804-9f96-5192-a032-5a54ca783bc0,9142286,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/dfcfca53-a3fe-59ed-9513-b115d7d53f2e,115900590,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/da1befef-7979-52e0-9e39-444f54e72c8a,15368245,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/43fa3a69-fc4e-55b2-bb49-18f0f221f18d,13631488,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/68bddf05-c2e2-5ce6-9c43-54dfa246292e,31358982,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/94f9b31f-d6ff-58c2-9fce-f9e562997dd1,67862540,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/070b29c4-b575-52bb-82f1-6012d2be7b1b,67305472,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/00c59b8e-5001-51a1-bd32-c4d6088977a0,11337768,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/37c55ce5-d238-5276-af9e-e7ba7ebc68e2,11337762,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/5d12c385-be9d-5ad4-9c0f-617a3b228116,6979589,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/ac457121-e495-51ec-b17e-3f71de08516a,20917506,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/68e6f37f-166a-5409-ba51-4826a666eb1d,63864833,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a7163a05-f206-5da2-85ac-2bcd24e92eb5,9142308,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/74f5de4e-6b60-5434-a052-0f87c7dc219b,13041745,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/b03e2e26-ab08-546a-bb55-4046e65b62d7,79462406,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/25f1ccb9-1c2b-5a73-aea1-e6110088436b,43745281,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/1b23b9a5-966c-52b9-948c-425dc1fd9540,82083841,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/ac5507de-4780-585c-bf0b-af3939ca93e0,9142312,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/070740f4-b448-5538-837d-304e25b748b9,10354689,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/fbf1d05e-af7d-5403-91b4-e2b4e1a9d4ce,9142280,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/ac8feb42-68ab-5e25-ba8e-050c390f5866,11337782,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/b306a8af-9760-5213-b178-c7b4c1414c17,15138824,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/62cf23e2-7130-52a9-a897-869997dd0f37,47349771,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/c1d8ce66-eb95-5eb4-ab4c-f937a60402e6,9142298,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/5d19d109-307f-5da2-bc71-941937075f57,11337768,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/0c3fc7a6-c6f5-5313-9471-64c1d9085283,9142313,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/e23a618e-b74f-5d71-83f6-b0c5249e325d,9142281,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a0a13f5f-6d5f-5254-97af-dbc981fd7cff,10780736,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/5d133f20-3588-549c-bca8-3fb19e04d395,9994268,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/3781bd44-7b1f-54b8-8007-4fb987995c22,9142297,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/3dfadd36-8a03-5173-b878-b5643014260c,3735552,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/43e460d8-56de-570e-bdd3-3a0d5c8f2fe2,47349766,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/87b924e7-ada9-566e-82a5-f8084507ea73,11337750,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a723ab78-c0b0-5ec6-93f6-1b0c9cc894af,94568453,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/edc3e55b-47b4-59c9-8399-c08dfd496df1,115900507,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/75090a63-7d0d-5b1e-984f-5d4e67a9d7db,13041775,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/25dd2d93-8f34-5363-a47d-effcbc030e0d,47349769,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/c6990dae-393c-5001-8846-5118088d0fad,49905666,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/cca427bc-c420-59ae-af8b-cd7ccad92fbc,80838657,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/fb54dff4-a64a-5706-a881-53a9d235990c,49905665,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/8152753b-5ba3-534c-b196-371218d8717b,26476549,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/56f439cc-8e55-5f56-ab01-2772e96b2a0c,20917507,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/5055ca18-361c-5ed6-af37-7c5a0c2574b5,4456449,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/0c606f2f-6173-52fc-af65-c8b7cf0f00b7,11337767,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/3102cb0d-5e74-5425-996e-6ce26a668980,103907328,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/edb6b6f6-2a5f-514e-b00f-8996606cc218,102465537,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/edb89eb6-a127-5bab-94c2-b5ef3585aa61,115900480,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/b7ac120a-85c2-5c76-8055-59f1e1e3ae15,88932358,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/8e5c3e52-137d-52e2-8c00-230c2b78ab00,11337784,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/fb8aa8cc-700c-522f-8ff9-509327a79987,9142302,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/7b53c267-c872-50d0-819e-0db251cf6d77,11337762,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/11fefb5e-3216-5015-bcf7-8fc6bdbb81c5,11337781,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/d4532a02-0e6a-51f5-b317-c4344beaaa06,103383047,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/cee4da5a-624f-5ccb-924d-2b43c6afeba4,82083849,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/312f4f76-a534-5995-83cd-1fe1ea01127b,9142282,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/e2589fc8-a35b-5470-a9e7-aa7637e52413,46006273,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/bef5acd5-a131-5cf6-b1a2-28a3b88266b6,9142275,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/070acb78-24f3-52fc-a236-3cea5b93a84a,55967751,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/b02d1eda-91ca-5483-9804-18b84e44b633,44302340,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/26139c39-e31b-5f88-bf8f-7dfa515ab837,34996235,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/fbddb0b4-8b36-55f2-91fc-5da165c84917,82083846,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/0c48294c-dc6d-5e10-a222-674b68ab302d,88932352,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/87bea5ec-ee34-5c4a-bada-86409082c240,69861378,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/d4640541-adb2-57bc-be7f-32a79b79f511,36601867,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/37835753-f96f-5c85-917a-11900fdd1e0e,13041772,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/3dcf66c0-755d-5e25-a0ab-4334b0d3290e,11337760,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/310bf55e-234c-50d9-b62d-663c7263937a,79462408,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a6f926b4-8274-52c4-9353-8bebdfac56d6,9142310,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a087eab8-6263-5cc8-99de-453cc165af35,79462403,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/bf01c62a-69af-5f95-8b01-22c1c16bba69,9142280,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/da13c457-4bf8-5113-9962-30f4cc646ede,9142295,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a7005d71-66a4-565a-a857-2d9ef7935c4a,9142288,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/dfd8e9b8-081f-5376-a99a-235ca78481e4,108691456,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/87b3dd56-4b5b-5dcb-8eb6-8bbdafaf2395,9142317,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/3e08bc8a-6258-5ebd-88a9-e7a339164dcd,9142288,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/312ec460-0384-5330-b487-ff09836b117b,86507523,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/95002dbc-e7f4-51c3-8618-1238bf96fa92,28835972,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/87becd5c-2336-51cd-86f5-017ae178c4a7,115900506,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/e8298763-0680-5383-bb3a-421f973ff52d,13041733,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/8e6c80b8-c864-5510-91bd-1a5f85314e14,115900452,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/122510c3-9e69-57b0-9981-ecfe1cef915f,115900463,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/7b5a6bd1-1c2c-5266-b30e-b735b99466ef,115900519,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/11ffc0c3-55e3-5532-95e6-82ba8466d913,96075787,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/fb7df370-8c38-5ab3-933c-08756477e365,62652418,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/62ba623a-f59c-5003-a47a-ab519ac4bf16,69861395,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a71b2687-ca39-5ae8-b8c0-479f982815e6,9142313,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/7b804e78-0d24-5e91-8f8e-31622cdb1c39,115900449,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/8e862990-6edc-5b9a-818f-269c4f12ff07,43155459,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/edd76658-a852-5ce8-8e2a-2cf4fbfc82ca,9142274,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/9512c38e-caac-5e2a-b0f5-97dbfd727e03,49053699,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/2622c140-208a-5c71-8480-d65044d63cb4,85622786,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/ac6a34ee-8cf9-519d-b336-6c7cee3d6ac8,80838657,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/68de3091-b16b-5e75-952d-4b74ca8f81be,33685511,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/754be3c3-0c63-5f52-a623-ab0f024b54f2,9142311,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/00da60df-819d-5282-819f-2f21bb97d04b,11337749,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/a0985dd5-0989-54d7-b2ab-b02e109c3bfb,11337770,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/87d12099-814f-52ce-a5af-1e0eea6a2e2a,9142305,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/120aa90d-c879-5903-b662-e82ea80ae64b,6979623,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/7b6807cc-53f7-52fc-95ec-d299f7761c89,36601885,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/8153c368-2619-53b1-a91d-bd7c6ab7d0d5,46006292,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/070e7e4f-1515-5d7b-b514-9f7cfc55d594,103383041,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/3dfb24f0-00d6-54ad-92e6-2635721303d2,9142290,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/0c4df3d3-6287-5137-b078-7e0917bfea84,9142285,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/37c18f3f-0258-589d-8da2-69aa241c5e6d,63864833,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/dcd72db9-32c3-5066-ac7c-86a7b33b01fd,58916871,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/509743b2-6636-57c1-90d5-4b04b415392e,28835849,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/d7a3605c-c3b4-58b4-b9bf-65a58fc19337,11337750,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/263d2e2d-7101-52cf-85fe-f25747811b82,11337770,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/d458ef7d-7528-50b9-9f42-8b7c5290c2c9,28835969,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/fbb7df5d-8428-5080-a4aa-eb7ba63f2950,36601871,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/5d3d3601-2e07-541d-a194-bb4daf57f89b,11337790,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/fb9bad7b-6871-5ac6-8849-d07dcce092c6,11337777,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/ac65cbfa-8dda-5f1f-84fd-5e1c10e57b1c,115900455,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/1aee0ac7-1a9f-5ce2-a836-44dd563678c1,57114636,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/509db88e-2e25-551c-b2eb-501aa4c6e1a4,82083842,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/1209bbee-0b6a-5b1e-9f96-9ef14b5c9c2a,9142317,caNanoLab Data,CSV
table_1,Unknown,,,,,literature_mined,10.17917,drs://nci-crdc.datacommons.io/dg.4DFC/508a098c-c7e0-5b77-bc34-7f550c163a14,103907328,caNanoLab Data,CSV
