name,material_type,core_size_nm,zeta_potential_mv,surface_area_m2g,coating,source_type,doi,ic50,ec50,pec50,cell_line,exposure_time_h
SimonDeckers2009 NM7 M1,Nanomaterial,,,,,literature_mined,,,-50.0,,,
SimonDeckers2009 NM8 M1,Nanomaterial,,,,,literature_mined,,,1.0,6.0,,
Nagy2012 QD1 ZP,Silver,,,,,literature_mined,,,-71.8,,,
Nagy2012 QD2 ZP,Silver,,,,,literature_mined,,,-56.0,,,
Nagy2012 QD3 ZP,Silver,,,,,literature_mined,,,86.8,4.061480274823508,,
Nagy2012 QD4 ZP,Silver,,,,,literature_mined,,,57.4,4.241088107602026,,
Nagy2012 QD5 ZP,Silver,,,,,literature_mined,,,-53.5,,,
Nagy2012 QD6 ZP,Silver,,,,,literature_mined,,,-29.4,,,
Nagy2012 QD7 ZP,Silver,,,,,literature_mined,,,-73.7,,,
Nagy2012 QD8 ZP,Silver,,,,,literature_mined,,,-43.4,,,
Nagy2012 QD9 ZP,Silver,,,,,literature_mined,,,-21.0,,,
Nagy2012 QD10 ZP,Silver,,,,,literature_mined,,,-39.0,,,
Nagy2012 QD11 ZP,Silver,,,,,literature_mined,,,60.6,4.217527375833714,,
Nagy2012 QD12 ZP,Silver,,,,,literature_mined,,,46.7,4.330683119433888,,
SimonDeckers2009 NM1 IEP,Nanomaterial,,,,,literature_mined,,,8.4,5.075720713938118,,
SimonDeckers2009 NM2 IEP,Nanomaterial,,,,,literature_mined,,,7.0,5.154901959985743,,
SimonDeckers2009 NM3 IEP,Nanomaterial,,,,,literature_mined,,,6.4,5.1938200260161125,,
SimonDeckers2009 NM4 IEP,Nanomaterial,,,,,literature_mined,,,5.6,5.251811972993799,,
SimonDeckers2009 NM5 IEP,Nanomaterial,,,,,literature_mined,,,5.2,5.2839966563652006,,
SimonDeckers2009 NM8 IEP,Nanomaterial,,,,,literature_mined,,,5.4,5.267606240177032,,
Bhabra2009 M1 PS,Nanomaterial,29.5,,,,literature_mined,,,,,,
Bhabra2009 M2 PS,Nanomaterial,2900.0,,,,literature_mined,,,,,,
Kim2012 NM1 PS,Nanomaterial,76.0,,,,literature_mined,,,,,,
Nagy2012 QD1 PS,Silver,3.37,,,,literature_mined,,,,,,
Nagy2012 QD2 PS,Silver,3.37,,,,literature_mined,,,,,,
Nagy2012 QD3 PS,Silver,3.37,,,,literature_mined,,,,,,
Nagy2012 QD4 PS,Silver,3.37,,,,literature_mined,,,,,,
Nagy2012 QD5 PS,Silver,4.98,,,,literature_mined,,,,,,
Nagy2012 QD6 PS,Silver,4.98,,,,literature_mined,,,,,,
Nagy2012 QD7 PS,Silver,4.98,,,,literature_mined,,,,,,
Nagy2012 QD8 PS,Silver,4.98,,,,literature_mined,,,,,,
Nagy2012 QD9 PS,Silver,9.48,,,,literature_mined,,,,,,
Nagy2012 QD10 PS,Silver,9.48,,,,literature_mined,,,,,,
Nagy2012 QD11 PS,Silver,9.48,,,,literature_mined,,,,,,
Nagy2012 QD12 PS,Silver,9.48,,,,literature_mined,,,,,,
Cho2012 NM1 PS,Metal Oxide,91.9,,,,literature_mined,,,,,,
Cho2012 NM2 PS,Metal Oxide,6.3,,,,literature_mined,,,,,,
Cho2012 NM3 PS,Metal Oxide,9.7,,,,literature_mined,,,,,,
Cho2012 NM4 PS,Metal Oxide,4.4,,,,literature_mined,,,,,,
Cho2012 NM5 PS,Metal Oxide,18.4,,,,literature_mined,,,,,,
Cho2012 NM6 PS,Metal Oxide,205.0,,,,literature_mined,,,,,,
Cho2012 NM7 PS,Metal Oxide,23.1,,,,literature_mined,,,,,,
Cho2012 NM8 PS,Metal Oxide,14.2,,,,literature_mined,,,,,,
Cho2012 NM9 PS,Metal Oxide,15.0,,,,literature_mined,,,,,,
Cho2012 NM10 PS,Metal Oxide,5.3,,,,literature_mined,,,,,,
Cho2012 NM11 PS,Metal Oxide,6.2,,,,literature_mined,,,,,,
Cho2012 NM12 PS,Metal Oxide,5.6,,,,literature_mined,,,,,,
Cho2012 NM13 PS,Metal Oxide,30.5,,,,literature_mined,,,,,,
Cho2012 NM14 PS,Metal Oxide,10.7,,,,literature_mined,,,,,,
Cho2012 NM15 PS,Metal Oxide,137.0,,,,literature_mined,,,,,,
Docter2014 M2 CT1,Nanomaterial,,,,,literature_mined,,,90.0,4.045757490560675,,
Docter2014 M2 CT2,Nanomaterial,,,,,literature_mined,,,45.0,4.346787486224656,,
Docter2014 M2 CT3,Nanomaterial,,,,,literature_mined,,,30.0,4.522878745280337,,
Docter2014 M1 CT1,Nanomaterial,,,,,literature_mined,,,98.0,4.008773924307505,,
Docter2014 M1 CT2,Nanomaterial,,,,,literature_mined,,,98.0,4.008773924307505,,
Docter2014 M1 CT3,Nanomaterial,,,,,literature_mined,,,95.0,4.022276394711152,,
Docter2014 T4,Nanomaterial,,,,,literature_mined,,,4.0,5.3979400086720375,,
Docter2014 M1 CT4,Nanomaterial,,,,,literature_mined,,,95.0,4.022276394711152,,
Docter2014 M1 CT5,Nanomaterial,,,,,literature_mined,,,95.0,4.022276394711152,,
Docter2014 M1 CT6,Nanomaterial,,,,,literature_mined,,,96.0,4.017728766960432,,
Docter2014 T24,Nanomaterial,,,,,literature_mined,,,24.0,4.619788758288394,,
Docter2014 M2 CT4,Nanomaterial,,,,,literature_mined,,,95.0,4.022276394711152,,
Docter2014 M2 CT5,Nanomaterial,,,,,literature_mined,,,30.0,4.522878745280337,,
Docter2014 M2 CT6,Nanomaterial,,,,,literature_mined,,,15.0,4.823908740944319,,
Docter2014 M6 CT1,Nanomaterial,,,,,literature_mined,,,98.0,4.008773924307505,,
Docter2014 M6 CT2,Nanomaterial,,,,,literature_mined,,,97.0,4.013228265733755,,
Docter2014 M6 CT3,Nanomaterial,,,,,literature_mined,,,96.0,4.017728766960432,,
Docter2014 M6 CT4,Nanomaterial,,,,,literature_mined,,,95.0,4.022276394711152,,
Docter2014 M6 CT5,Nanomaterial,,,,,literature_mined,,,97.0,4.013228265733755,,
Docter2014 M6 CT6,Nanomaterial,,,,,literature_mined,,,98.0,4.008773924307505,,
Docter2014 M2 CT7,Nanomaterial,,,,,literature_mined,,,90.0,4.045757490560675,,
Docter2014 M2 CT8,Nanomaterial,,,,,literature_mined,,,40.0,4.3979400086720375,,
Docter2014 M2 CT9,Nanomaterial,,,,,literature_mined,,,10.0,5.0,,
Docter2014 M2 CT10,Nanomaterial,,,,,literature_mined,,,100.0,4.0,,
Docter2014 M2 CT11,Nanomaterial,,,,,literature_mined,,,20.0,4.698970004336019,,
Docter2014 M2 CT12,Nanomaterial,,,,,literature_mined,,,5.0,5.301029995663981,,
Docter2014 M2 CT13,Nanomaterial,,,,,literature_mined,,,102.0,3.9913998282380825,,
Docter2014 M2 CT14,Nanomaterial,,,,,literature_mined,,,15.0,4.823908740944319,,
Docter2014 M2 CT15,Nanomaterial,,,,,literature_mined,,,3.0,5.522878745280337,,
Docter2014 T8,Nanomaterial,,,,,literature_mined,,,8.0,5.096910013008056,,
Docter2014 M2 withPC CT1,Nanomaterial,,,,,literature_mined,,,98.0,4.008773924307505,,
Docter2014 M2 withPC CT2,Nanomaterial,,,,,literature_mined,,,102.0,3.9913998282380825,,
Docter2014 M2 withPC CT3,Nanomaterial,,,,,literature_mined,,,102.0,3.9913998282380825,,
Docter2014 M2 withPC CT4,Nanomaterial,,,,,literature_mined,,,90.0,4.045757490560675,,
Docter2014 M2 withPC CT5,Nanomaterial,,,,,literature_mined,,,100.0,4.0,,
Docter2014 M2 withPC CT6,Nanomaterial,,,,,literature_mined,,,100.0,4.0,,
Docter2014 M2 withPC CT7,Nanomaterial,,,,,literature_mined,,,90.0,4.045757490560675,,
Docter2014 M2 withPC CT8,Nanomaterial,,,,,literature_mined,,,95.0,4.022276394711152,,
Docter2014 M2 withPC CT9,Nanomaterial,,,,,literature_mined,,,95.0,4.022276394711152,,
Deshpande2005 M1 PS,Nanomaterial,3.0,,,,literature_mined,,,,,,
Deshpande2005 M2 PS,Nanomaterial,6.0,,,,literature_mined,,,,,,
Deshpande2005 M3 PS,Nanomaterial,30.0,,,,literature_mined,,,,,,
Gerloff2009 NM4 PS,Nanomaterial,14.0,,,,literature_mined,,,,,,
Gerloff2009 NM5 PS,Nanomaterial,14.0,,,,literature_mined,,,,,,
Gerloff2009 NM6 PS,Nanomaterial,8.0,,,,literature_mined,,,,,,
Gerloff2009 NM7 PS,Nanomaterial,10.0,,,,literature_mined,,,,,,
Gerloff2009 NM8 PS,Nanomaterial,20.0,,,,literature_mined,,,,,,
Jeng2006 M4 PS,Nanomaterial,25.0,,,,literature_mined,,,,,,
Kim2012 NM2 PS,Nanomaterial,50.0,,,,literature_mined,,,,,,
Jugan5 A12 PS,Nanomaterial,12.0,,,,literature_mined,,,,,,
Jugan5 A140 PS,Nanomaterial,142.0,,,,literature_mined,,,,,,
Jugan5 A25 PS,Nanomaterial,24.0,,,,literature_mined,,,,,,
Jugan5 R20 PS,Nanomaterial,21.0,,,,literature_mined,,,,,,
Jugan5 R68 PS,Nanomaterial,68.0,,,,literature_mined,,,,,,
Harper2011 1 PS,Nanomaterial,0.8,,,,literature_mined,,,,,,
Harper2011 2 PS,Nanomaterial,1.5,,,,literature_mined,,,,,,
Harper2011 3 PS,Nanomaterial,0.8,,,,literature_mined,,,,,,
Harper2011 4 PS,Nanomaterial,0.8,,,,literature_mined,,,,,,
Harper2011 8 PS,Nanomaterial,0.8,,,,literature_mined,,,,,,
Harper2011 5 PS,Nanomaterial,1.5,,,,literature_mined,,,,,,
Harper2011 6 PS,Nanomaterial,1.5,,,,literature_mined,,,,,,
Harper2011 9 PS,Nanomaterial,1.5,,,,literature_mined,,,,,,
Harper2011 7 PS,Nanomaterial,10.0,,,,literature_mined,,,,,,
SimonDeckers2009 NM1 PS,Nanomaterial,11.0,,,,literature_mined,,,,,,
SimonDeckers2009 NM2 PS,Nanomaterial,33.0,,,,literature_mined,,,,,,
SimonDeckers2009 NM3 PS,Nanomaterial,12.0,,,,literature_mined,,,,,,
SimonDeckers2009 NM4 PS,Nanomaterial,17.0,,,,literature_mined,,,,,,
SimonDeckers2009 NM5 PS,Nanomaterial,142.0,,,,literature_mined,,,,,,
SimonDeckers2009 NM6 PS,Nanomaterial,21.0,,,,literature_mined,,,,,,
SimonDeckers2009 NM7 PS,Nanomaterial,68.0,,,,literature_mined,,,,,,
SimonDeckers2009 NM8 PS,Nanomaterial,707.0,,,,literature_mined,,,,,,
Liu2011 01 PS,Nanomaterial,12.0,,,,literature_mined,,,,,,
Liu2011 02 PS,Nanomaterial,10.0,,,,literature_mined,,,,,,
Liu2011 03 PS,Nanomaterial,10.0,,,,literature_mined,,,,,,
Liu2011 04 PS,Nanomaterial,18.0,,,,literature_mined,,,,,,
Liu2011 05 PS,Nanomaterial,10.0,,,,literature_mined,,,,,,
Liu2011 06 PS,Nanomaterial,10.0,,,,literature_mined,,,,,,
Liu2011 07 PS,Nanomaterial,19.0,,,,literature_mined,,,,,,
Liu2011 08 PS,Nanomaterial,8.0,,,,literature_mined,,,,,,
Liu2011 09 PS,Nanomaterial,10.0,,,,literature_mined,,,,,,
Horie2009 NM1 PS,Nanomaterial,7.0,,,,literature_mined,,,,,,
Horie2009 NM2 PS,Nanomaterial,20.0,,,,literature_mined,,,,,,
Horie2009 NM3 PS,Nanomaterial,200.0,,,,literature_mined,,,,,,
Horie2009 NM4 PS,Nanomaterial,70.0,,,,literature_mined,,,,,,
Horie2009 NM5 PS,Nanomaterial,180.0,,,,literature_mined,,,,,,
Horie2009 NM7 PS,Nanomaterial,14.0,,,,literature_mined,,,,,,
Horie2009 NM8 PS,Nanomaterial,25.0,,,,literature_mined,,,,,,
Horie2009 NM9 PS,Nanomaterial,21.0,,,,literature_mined,,,,,,
Wang2009 NM1 PS,Nanomaterial,20.0,,,,literature_mined,,,,,,
Wang2009 NM2 PS,Nanomaterial,532.0,,,,literature_mined,,,,,,
Wang2009 NM3 PS,Nanomaterial,60.0,,,,literature_mined,,,,,,
Wang2009 NM4 PS,Nanomaterial,429.0,,,,literature_mined,,,,,,
Wang2009 NM5 PS,Nanomaterial,50.0,,,,literature_mined,,,,,,
Wang2009 NM6 PS,Nanomaterial,285.0,,,,literature_mined,,,,,,
Limbach2005 NM4 M1 A1,Nanomaterial,,,,,literature_mined,,,45.0,4.346787486224656,,
Limbach2005 C1,Nanomaterial,,,,,literature_mined,,,100.0,4.0,,
Limbach2005 C2,Nanomaterial,,,,,literature_mined,,,1.0,6.0,,
Limbach2005 T6,Nanomaterial,,,,,literature_mined,,,3.0,5.522878745280337,,
Limbach2005 NM4 C2,Nanomaterial,,,,,literature_mined,,,1.0,6.0,,
Limbach2005 NM4 C1,Nanomaterial,,,,,literature_mined,,,100.0,4.0,,
Limbach2005 T3,Nanomaterial,,,,,literature_mined,,,1.0,6.0,,
Limbach2005 NM4 M2 A1,Nanomaterial,,,,,literature_mined,,,27.0,4.568636235841013,,
Limbach2005 T1,Nanomaterial,,,,,literature_mined,,,10.0,5.0,,
Limbach2005 NM4 M3 A1,Nanomaterial,,,,,literature_mined,,,5.0,5.301029995663981,,
Limbach2005 NM4 M A2,Nanomaterial,,,,,literature_mined,,,27.0,4.568636235841013,,
Limbach2005 NM4 M A1,Nanomaterial,,,,,literature_mined,,,45.0,4.346787486224656,,
Limbach2005 NM3 M1 A1,Nanomaterial,,,,,literature_mined,,,22.0,4.657577319177793,,
Limbach2005 NM3 M2 A1,Nanomaterial,,,,,literature_mined,,,18.0,4.7447274948966935,,
Limbach2005 NM3 M3 A1,Nanomaterial,,,,,literature_mined,,,2.0,5.698970004336019,,
Limbach2005 NM2 M1 A1,Nanomaterial,,,,,literature_mined,,,18.0,4.7447274948966935,,
Limbach2005 NM2 M2 A1,Nanomaterial,,,,,literature_mined,,,13.0,4.886056647693163,,
Limbach2005 NM2 M3 A1,Nanomaterial,,,,,literature_mined,,,3.0,5.522878745280337,,
Limbach2005 NM1 M1 A1,Nanomaterial,,,,,literature_mined,,,8.0,5.096910013008056,,
Limbach2005 NM1 M2 A1,Nanomaterial,,,,,literature_mined,,,5.0,5.301029995663981,,
Limbach2005 NM1 M3 A1,Nanomaterial,,,,,literature_mined,,,1.0,6.0,,
Gerloff2009 NM1 BET,Nanomaterial,,,,,literature_mined,,,10.0,5.0,,
Gerloff2009 NM2 BET,Nanomaterial,,,,,literature_mined,,,50.0,4.301029995663981,,
Gerloff2009 NM4 BET,Nanomaterial,,,,,literature_mined,,,200.0,3.6989700043360187,,
Gerloff2009 NM5 BET,Nanomaterial,,,,,literature_mined,,,300.0,3.5228787452803374,,
Gerloff2009 NM6 BET,Nanomaterial,,,,,literature_mined,,,600.0,3.2218487496163566,,
Gerloff2009 NM7 BET,Nanomaterial,,,,,literature_mined,,,70.0,4.154901959985743,,
Gerloff2009 NM8 BET,Nanomaterial,,,,,literature_mined,,,50.0,4.301029995663981,,
Gerloff2009 A1 M1,Nanomaterial,,,,,literature_mined,,,2.0,5.698970004336019,,
Gerloff2009 A1 M2,Nanomaterial,,,,,literature_mined,,,3.0,5.522878745280337,,
Gerloff2009 A1 M3,Nanomaterial,,,,,literature_mined,,,15.0,4.823908740944319,,
Gerloff2009 A1 M4,Nanomaterial,,,,,literature_mined,,,42.0,4.376750709602099,,
Gerloff2009 A1 M5,Nanomaterial,,,,,literature_mined,,,1.0,6.0,,
Gerloff2009 A1 M6,Nanomaterial,,,,,literature_mined,,,2.0,5.698970004336019,,
Gerloff2009 A1 M7,Nanomaterial,,,,,literature_mined,,,35.0,4.455931955649724,,
Gerloff2009 A1 M8,Nanomaterial,,,,,literature_mined,,,70.0,4.154901959985743,,
Gerloff2009 A1 M9,Nanomaterial,,,,,literature_mined,,,3.0,5.522878745280337,,
Gerloff2009 A1 M10,Nanomaterial,,,,,literature_mined,,,0.0,,,
Gerloff2009 A2 M1,Nanomaterial,,,,,literature_mined,,,90.0,4.045757490560675,,
Gerloff2009 A2 M2,Nanomaterial,,,,,literature_mined,,,55.0,4.259637310505756,,
Gerloff2009 A2 M3,Nanomaterial,,,,,literature_mined,,,90.0,4.045757490560675,,
Gerloff2009 A2 M4,Nanomaterial,,,,,literature_mined,,,60.0,4.221848749616356,,
Gerloff2009 A2 M5,Nanomaterial,,,,,literature_mined,,,120.0,3.9208187539523753,,
Gerloff2009 A2 M6,Nanomaterial,,,,,literature_mined,,,135.0,3.869666231504994,,
Gerloff2009 A2 M7,Nanomaterial,,,,,literature_mined,,,40.0,4.3979400086720375,,
Gerloff2009 A2 M8,Nanomaterial,,,,,literature_mined,,,20.0,4.698970004336019,,
Gerloff2009 A2 M9,Nanomaterial,,,,,literature_mined,,,80.0,4.096910013008056,,
Gerloff2009 A2 M10,Nanomaterial,,,,,literature_mined,,,20.0,4.698970004336019,,
Gerloff2009 A3 M1,Nanomaterial,,,,,literature_mined,,,16.0,4.795880017344075,,
Gerloff2009 A3 C1,Nanomaterial,,,,,literature_mined,,,0.0,,,
Gerloff2009 A3 C2,Nanomaterial,,,,,literature_mined,,,100.0,4.0,,
Gerloff2009 A3 M2,Nanomaterial,,,,,literature_mined,,,23.0,4.638272163982407,,
Gerloff2009 A3 M3,Nanomaterial,,,,,literature_mined,,,3.0,5.522878745280337,,
Gerloff2009 A3 M4,Nanomaterial,,,,,literature_mined,,,5.0,5.301029995663981,,
Gerloff2009 A3 M5,Nanomaterial,,,,,literature_mined,,,6.0,5.221848749616356,,
Gerloff2009 A3 M6,Nanomaterial,,,,,literature_mined,,,8.0,5.096910013008056,,
Gerloff2009 A3 M7,Nanomaterial,,,,,literature_mined,,,2.0,5.698970004336019,,
Gerloff2009 A3 M8,Nanomaterial,,,,,literature_mined,,,4.0,5.3979400086720375,,
Gerloff2009 A3 M9,Nanomaterial,,,,,literature_mined,,,5.0,5.301029995663981,,
Gerloff2009 A3 M10,Nanomaterial,,,,,literature_mined,,,7.0,5.154901959985743,,
Gerloff2009 A3 M11,Nanomaterial,,,,,literature_mined,,,3.0,5.522878745280337,,
Gerloff2009 A3 M12,Nanomaterial,,,,,literature_mined,,,4.0,5.3979400086720375,,
Aldrich 748161 M1,Nanomaterial,200.0,,,,literature_mined,,,,,,
Aldrich 748161 M2,Nanomaterial,,,,,literature_mined,,,2230.0,2.6516951369518393,,
Aldrich 420816 M1,Nanomaterial,,,,,literature_mined,,,220.0,3.657577319177794,,
Aldrich 421553 M1,Nanomaterial,,,,,literature_mined,,,2230.0,2.6516951369518393,,
Aldrich 718483 M1,Nanomaterial,,,,,literature_mined,,,2230.0,2.6516951369518393,,
Aldrich 637246 M3,Nanomaterial,,,,,literature_mined,,,2230.0,2.6516951369518393,,
Aldrich 637238 M3,Nanomaterial,,,,,literature_mined,,,2230.0,2.6516951369518393,,
JRCNM01000a M2,Nanomaterial,,,,,literature_mined,,,9.0,5.045757490560675,,
JRCNM01000a M3,Nanomaterial,100.0,,,,literature_mined,,,,,,
JRCNM01000a M4,Nanomaterial,50.0,,,,literature_mined,,,,,,
JRCNM01001a M3,Nanomaterial,100.0,,,,literature_mined,,,,,,
JRCNM01001a M4,Nanomaterial,50.0,,,,literature_mined,,,,,,
JRCNM01001a M5,Nanomaterial,10.0,,,,literature_mined,,,,,,
JRCNM62001a M1,Nanomaterial,21.0,,,,literature_mined,,,,,,
JRCNM62002a M1,Nanomaterial,21.0,,,,literature_mined,,,,,,
JRCNM10201a M1,Nanomaterial,21.0,,,,literature_mined,,,,,,
JRCNM01100a M1,Nanomaterial,158.0,,,,literature_mined,,,,,,
JRCNM01101a M1,Nanomaterial,152.0,,,,literature_mined,,,,,,
JRCNM10404 M1,Nanomaterial,58.0,,,,literature_mined,,,,,,
JRCNM03300a M1,Nanomaterial,14.0,,,,literature_mined,,,,,,
Yashima2006 M1 Size,Nanomaterial,11.0,,,,literature_mined,,,,,,
E-GEOD-20677-M1-M1,Nanomaterial,13.0,,,,literature_mined,,,,,,
E-GEOD-53700-M1-M1,Nanomaterial,18.0,,,,literature_mined,,,,,,
E-GEOD-53700-M1-M2,Nanomaterial,20.0,,,,literature_mined,,,,,,
E-GEOD-53700-M2-M1,Nanomaterial,9.0,,,,literature_mined,,,,,,
E-GEOD-53700-M2-M2,Nanomaterial,14.0,,,,literature_mined,,,,,,
Nymark2015-M1-M1,Nanomaterial,74.0,,,,literature_mined,,,,,,
Nymark2015-M1-M2,Nanomaterial,,,,,literature_mined,,,5.7,5.2441251443275085,,
Nymark2015-M2-M2,Nanomaterial,,,,,literature_mined,,,4.6,5.337242168318426,,
Nymark2015-M2-M1,Nanomaterial,180.0,,,,literature_mined,,,,,,
Nymark2015-M3-M1,Nanomaterial,,,,,literature_mined,,,1.1,5.958607314841775,,
Nymark2015-M3-M2,Nanomaterial,,,,,literature_mined,,,21.0,4.6777807052660805,,
Aldrich 379646 M3,Nanomaterial,,,,,literature_mined,,,4.5,5.346787486224656,,
Chithrani Au1 M1,Gold,14.0,,,,literature_mined,,,,,,
Chithrani Au1 M2,Gold,,,,,literature_mined,,,3000.0,2.5228787452803374,,
Chithrani Au2 M1,Gold,30.0,,,,literature_mined,,,,,,
Chithrani Au3 M1,Gold,50.0,,,,literature_mined,,,,,,
Chithrani Au4 M1,Gold,74.0,,,,literature_mined,,,,,,
Chithrani Au5 M1,Gold,100.0,,,,literature_mined,,,,,,
Chithrani Au6 M1,Gold,14.0,,,,literature_mined,,,,,,
Chithrani Au7 M1,Gold,14.0,,,,literature_mined,,,,,,
Chithrani Au6 M3,Gold,40.0,,,,literature_mined,,,,,,
Chithrani Au7 M3,Gold,74.0,,,,literature_mined,,,,,,
Chithrani Au2 M2,Gold,,,,,literature_mined,,,4500.0,2.3467874862246565,,
Chithrani Au3 M2,Gold,,,,,literature_mined,,,6000.0,2.221848749616356,,
Chithrani Au4 M2,Gold,,,,,literature_mined,,,4000.0,2.3979400086720375,,
Chithrani Au5 M2,Gold,,,,,literature_mined,,,1800.0,2.744727494896694,,
Chithrani2006 T1,Nanomaterial,,,,,literature_mined,,,1.0,6.0,,
Chithrani Au1 M3,Gold,,,,,literature_mined,,,1100.0,2.958607314841775,,
Chithrani Au3 M3,Gold,,,,,literature_mined,,,1500.0,2.8239087409443187,,
Chithrani Au4 M3,Gold,,,,,literature_mined,,,800.0,3.0969100130080562,,
Chithrani2006 T2,Nanomaterial,,,,,literature_mined,,,2.5,5.6020599913279625,,
Chithrani Au1 M4,Gold,,,,,literature_mined,,,2600.0,2.5850266520291822,,
Chithrani Au3 M4,Gold,,,,,literature_mined,,,3500.0,2.4559319556497243,,
Chithrani Au4 M4,Gold,,,,,literature_mined,,,1800.0,2.744727494896694,,
Chithrani2006 T3,Nanomaterial,,,,,literature_mined,,,4.0,5.3979400086720375,,
Chithrani Au1 M5,Gold,,,,,literature_mined,,,3400.0,2.468521082957745,,
Chithrani Au3 M5,Gold,,,,,literature_mined,,,4800.0,2.318758762624413,,
Chithrani Au4 M5,Gold,,,,,literature_mined,,,2400.0,2.619788758288394,,
Chithrani2006 T4,Nanomaterial,,,,,literature_mined,,,5.5,5.259637310505756,,
Chithrani Au1 M6,Gold,,,,,literature_mined,,,3800.0,2.42021640338319,,
Chithrani Au3 M6,Gold,,,,,literature_mined,,,5700.0,2.2441251443275085,,
Chithrani Au4 M6,Gold,,,,,literature_mined,,,2900.0,2.537602002101044,,
Chang2010 mGO M1,Nanomaterial,0.9,,,,literature_mined,,,,,,
Chang2010 sGO M1,Nanomaterial,0.9,,,,literature_mined,,,,,,
Chang2010 lGO M1,Nanomaterial,0.9,,,,literature_mined,,,,,,
Chang2010 lGO M2,Nanomaterial,780.0,,,,literature_mined,,,,,,
Chang2010 mGO M2,Nanomaterial,430.0,,,,literature_mined,,,,,,
Chang2010 sGO M2,Nanomaterial,160.0,,,,literature_mined,,,,,,
E-GEOD-39330-M1-M1,Nanomaterial,14.7,,,,literature_mined,,,,,,
E-GEOD-39330-M1-M2,Nanomaterial,159.0,,,,literature_mined,,,,,,
E-GEOD-39330-M1-M3,Nanomaterial,,,,,literature_mined,,,-17.3,,,
E-GEOD-39316-M1-M2,Nanomaterial,297.0,,,,literature_mined,,,,,,
E-GEOD-39316-M1-M1,Nanomaterial,31.3,,,,literature_mined,,,,,,
E-GEOD-39316-M1-M3,Nanomaterial,,,,,literature_mined,,,-12.2,,,
E-GEOD-17676-M1-M1,Nanomaterial,100.0,,,,literature_mined,,,,,,
E-GEOD-17676-M2-M1,Nanomaterial,30.0,,,,literature_mined,,,,,,
Nymark2015-M1-M3,Nanomaterial,,,,,literature_mined,,,22.0,4.657577319177793,,
Nymark2015-M2-M3,Nanomaterial,,,,,literature_mined,,,8.3,5.080921907623926,,
Nymark2015-M3-M3,Nanomaterial,,,,,literature_mined,,,1.07,5.97061622231479,,
Nymark2015-M3-M4,Nanomaterial,,,,,literature_mined,,,90.0,4.045757490560675,,
Nymark2015-C1,Nanomaterial,,,,,literature_mined,,,4.0,5.3979400086720375,,
Nymark2015-C2,Nanomaterial,,,,,literature_mined,,,24.0,4.619788758288394,,
Nymark2015-C3,Nanomaterial,,,,,literature_mined,,,48.0,4.318758762624412,,
Nymark2015-M2-M4,Nanomaterial,,,,,literature_mined,,,45.0,4.346787486224656,,
Nymark2015-M1-M4,Nanomaterial,,,,,literature_mined,,,128.0,3.8927900303521317,,
Nymark2015-M1-M5,Nanomaterial,,,,,literature_mined,,,33.0,4.481486060122113,,
Nymark2015-M1-M6,Nanomaterial,,,,,literature_mined,,,27.0,4.568636235841013,,
Nymark2015-M2-M5,Nanomaterial,,,,,literature_mined,,,16.0,4.795880017344075,,
Nymark2015-M2-M6,Nanomaterial,,,,,literature_mined,,,9.0,5.045757490560675,,
Nymark2015-M3-M5,Nanomaterial,,,,,literature_mined,,,48.0,4.318758762624412,,
Nymark2015-M3-M6,Nanomaterial,,,,,literature_mined,,,66.0,4.180456064458132,,
Prabhu2010 M3 PS,Nanomaterial,70.6,,,,literature_mined,,,,,,
Prabhu2010 M2 PS,Nanomaterial,69.0,,,,literature_mined,,,,,,
Prabhu2010 M1 PS,Nanomaterial,55.2,,,,literature_mined,,,,,,
Prabhu2010 M1 ZAD,Nanomaterial,335.0,,,,literature_mined,,,,,,
Prabhu2010 M2 ZAD,Nanomaterial,360.0,,,,literature_mined,,,,,,
Prabhu2010 M3 ZAD,Nanomaterial,365.0,,,,literature_mined,,,,,,
Prabhu2010 A2 M1,Nanomaterial,,,,,literature_mined,,,140.0,3.853871964321762,,
Prabhu2010 A2 M2,Nanomaterial,,,,,literature_mined,,,130.0,3.886056647693163,,
Prabhu2010 A2 M3,Nanomaterial,,,,,literature_mined,,,125.0,3.9030899869919438,,
Prabhu2010 A1 M3,Nanomaterial,,,,,literature_mined,,,120.0,3.9208187539523753,,
Prabhu2010 A1 C1,Nanomaterial,,,,,literature_mined,,,10.0,5.0,,
Prabhu2010 A1 C2,Nanomaterial,,,,,literature_mined,,,20.0,4.698970004336019,,
Prabhu2010 A1 C3,Nanomaterial,,,,,literature_mined,,,40.0,4.3979400086720375,,
Prabhu2010 A1 C4,Nanomaterial,,,,,literature_mined,,,60.0,4.221848749616356,,
Prabhu2010 A1 C5,Nanomaterial,,,,,literature_mined,,,80.0,4.096910013008056,,
Prabhu2010 A1 C6,Nanomaterial,,,,,literature_mined,,,100.0,4.0,,
Prabhu2010 A1 M1,Nanomaterial,,,,,literature_mined,,,105.0,3.978810700930062,,
Prabhu2010 A1 M2,Nanomaterial,,,,,literature_mined,,,110.0,3.958607314841775,,
Prabhu2010 A1 M4,Nanomaterial,,,,,literature_mined,,,118.0,3.9281179926938745,,
Prabhu2010 A1 M5,Nanomaterial,,,,,literature_mined,,,120.0,3.9208187539523753,,
